species_id,eng_name_key,kor_name_key,name,form_key,type_a,type_b,generation,Gender_Unknown,Gender_Male,Gender_Female,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Experience_Type,Category,HP,A,B,C,D,S,Total
288,Vigoroth,발바로,Vigoroth,Default,Normal,None,3,FALSE,50,50,15,Ground,,120,Slow,Ordinary,80,80,80,55,55,90,440
289,Slaking,게을킹,Slaking,Default,Normal,None,3,FALSE,50,50,15,Ground,,45,Slow,Ordinary,150,160,100,95,65,100,670
290,Nincada,토중몬,Nincada,Default,Bug,Ground,3,FALSE,50,50,15,Bug,,255,Erratic,Ordinary,31,45,90,30,30,40,266
291,Ninjask,아이스크,Ninjask,Default,Bug,Flying,3,FALSE,50,50,15,Bug,,120,Erratic,Ordinary,61,90,45,50,50,160,456
292,Shedinja,껍질몬,Shedinja,Default,Bug,Ghost,3,TRUE,0,0,15,Mineral,,45,Erratic,Ordinary,1,90,45,30,30,40,236
293,Whismur,소곤룡,Whismur,Default,Normal,None,3,FALSE,50,50,20,Monster,Ground,190,MediumSlow,Ordinary,64,51,23,51,23,28,240
294,Loudred,노공룡,Loudred,Default,Normal,None,3,FALSE,50,50,20,Monster,Ground,120,MediumSlow,Ordinary,84,71,43,71,43,48,360
295,Exploud,폭음룡,Exploud,Default,Normal,None,3,FALSE,50,50,20,Monster,Ground,45,MediumSlow,Ordinary,104,91,63,91,73,68,490
296,Makuhita,마크탕,Makuhita,Default,Fighting,None,3,FALSE,75,25,20,Human-Like,,180,Fluctuating,Ordinary,72,60,30,20,30,25,237
297,Hariyama,하리뭉,Hariyama,Default,Fighting,None,3,FALSE,75,25,20,Human-Like,,200,Fluctuating,Ordinary,144,120,60,40,60,50,474
298,Azurill,루리리,Azurill,Default,Normal,Fairy,3,FALSE,25,75,10,Undiscovered,,150,Fast,Ordinary,50,20,40,20,40,20,190
299,Nosepass,코코파스,Nosepass,Default,Rock,None,3,FALSE,50,50,20,Mineral,,255,MediumFast,Ordinary,30,45,135,45,90,30,375
300,Skitty,에나비,Skitty,Default,Normal,None,3,FALSE,25,75,15,Ground,Fairy,255,Fast,Ordinary,50,45,45,35,35,50,260
301,Delcatty,델케티,Delcatty,Default,Normal,None,3,FALSE,25,75,15,Ground,Fairy,60,Fast,Ordinary,70,65,65,55,55,90,400
302,Sableye,깜까미,Sableye,Default,Dark,Ghost,3,FALSE,50,50,25,Human-Like,,45,MediumSlow,Ordinary,50,75,75,65,65,50,380
302,Sableye,깜까미,Mega Sableye,Mega,Dark,Ghost,3,FALSE,50,50,25,Human-Like,,45,MediumSlow,Ordinary,50,85,125,85,115,20,480
303,Mawile,입치트,Mawile,Default,Steel,Fairy,3,FALSE,50,50,20,Ground,Fairy,45,Fast,Ordinary,50,85,85,55,55,50,380
303,Mawile,입치트,Mega Mawile,Mega,Steel,Fairy,3,FALSE,50,50,20,Ground,Fairy,45,Fast,Ordinary,50,105,125,55,95,50,480
304,Aron,가보리,Aron,Default,Steel,Rock,3,FALSE,50,50,35,Monster,,180,Slow,Ordinary,50,70,100,40,40,30,330
305,Lairon,갱도라,Lairon,Default,Steel,Rock,3,FALSE,50,50,35,Monster,,90,Slow,Ordinary,60,90,140,50,50,40,430
306,Aggron,보스로라,Aggron,Default,Steel,Rock,3,FALSE,50,50,35,Monster,,45,Slow,Ordinary,70,110,180,60,60,50,530
306,Aggron,보스로라,Mega Aggron,Mega,Steel,None,3,FALSE,50,50,35,Monster,,45,Slow,Ordinary,70,140,230,60,80,50,630
307,Meditite,요가랑,Meditite,Default,Fighting,Psychic,3,FALSE,50,50,20,Human-Like,,180,MediumFast,Ordinary,30,40,55,40,55,60,280
308,Medicham,요가램,Medicham,Default,Fighting,Psychic,3,FALSE,50,50,20,Human-Like,,90,MediumFast,Ordinary,60,60,75,60,75,80,410
308,Medicham,요가램,Mega Medicham,Mega,Fighting,Psychic,3,FALSE,50,50,20,Human-Like,,90,MediumFast,Ordinary,60,100,85,80,85,100,510
309,Electrike,썬더라이,Electrike,Default,Electric,None,3,FALSE,50,50,20,Ground,,120,Slow,Ordinary,40,45,40,65,40,65,295
310,Manectric,썬더볼트,Manectric,Default,Electric,None,3,FALSE,50,50,20,Ground,,45,Slow,Ordinary,70,75,60,105,60,105,475
310,Manectric,썬더볼트,Mega Manectric,Mega,Electric,None,3,FALSE,50,50,20,Ground,,45,Slow,Ordinary,70,75,80,135,80,135,575
311,Plusle,플러시,Plusle,Default,Electric,None,3,FALSE,50,50,20,Fairy,,200,MediumFast,Ordinary,60,50,40,85,75,95,405
312,Minun,마이농,Minun,Default,Electric,None,3,FALSE,50,50,20,Fairy,,200,MediumFast,Ordinary,60,40,50,75,85,95,405
313,Volbeat,볼비트,Volbeat,Default,Bug,None,3,FALSE,100,0,15,Bug,Human-Like,150,Erratic,Ordinary,65,73,75,47,85,85,430
314,Illumise,네오비트,Illumise,Default,Bug,None,3,FALSE,0,100,15,Bug,Human-Like,150,Fluctuating,Ordinary,65,47,75,73,85,85,430
315,Roselia,로젤리아,Roselia,Default,Grass,Poison,3,FALSE,50,50,20,Fairy,Grass,150,MediumSlow,Ordinary,50,60,45,100,80,65,400
316,Gulpin,꼴깍몬,Gulpin,Default,Poison,None,3,FALSE,50,50,20,Amorphous,,225,Fluctuating,Ordinary,70,43,53,43,53,40,302
317,Swalot,꿀꺽몬,Swalot,Default,Poison,None,3,FALSE,50,50,20,Amorphous,,75,Fluctuating,Ordinary,100,73,83,73,83,55,467
318,Carvanha,샤프니아,Carvanha,Default,Water,Dark,3,FALSE,50,50,20,Water2,,225,Slow,Ordinary,45,90,20,65,20,65,305
319,Sharpedo,샤크니아,Sharpedo,Default,Water,Dark,3,FALSE,50,50,20,Water2,,60,Slow,Ordinary,70,120,40,95,40,95,460
319,Sharpedo,샤크니아,Mega Sharpedo,Mega,Water,Dark,3,FALSE,50,50,20,Water2,,60,Slow,Ordinary,70,140,70,110,65,105,560
320,Wailmer,고래왕자,Wailmer,Default,Water,None,3,FALSE,50,50,40,Ground,Water2,125,Fluctuating,Ordinary,130,70,35,70,35,60,400
321,Wailord,고래왕,Wailord,Default,Water,None,3,FALSE,50,50,40,Ground,Water2,60,Fluctuating,Ordinary,170,90,45,90,45,60,500
322,Numel,둔타,Numel,Default,Fire,Ground,3,FALSE,50,50,20,Ground,,255,MediumFast,Ordinary,60,60,40,65,45,35,305
323,Camerupt,폭타,Camerupt,Default,Fire,Ground,3,FALSE,50,50,20,Ground,,150,MediumFast,Ordinary,70,100,70,105,75,40,460
323,Camerupt,폭타,Mega Camerupt,Mega,Fire,Ground,3,FALSE,50,50,20,Ground,,150,MediumFast,Ordinary,70,120,100,145,105,20,560
324,Torkoal,코터스,Torkoal,Default,Fire,None,3,FALSE,50,50,20,Ground,,90,MediumFast,Ordinary,70,85,140,85,70,20,470
325,Spoink,피그점프,Spoink,Default,Psychic,None,3,FALSE,50,50,20,Ground,,255,Fast,Ordinary,60,25,35,70,80,60,330
326,Grumpig,피그킹,Grumpig,Default,Psychic,None,3,FALSE,50,50,20,Ground,,60,Fast,Ordinary,80,45,65,90,110,80,470
327,Spinda,얼루기,Spinda,Default,Normal,None,3,FALSE,50,50,15,Ground,Human-Like,255,Fast,Ordinary,60,60,60,60,60,60,360
328,Trapinch,톱치,Trapinch,Default,Ground,None,3,FALSE,50,50,20,Bug,Dragon,255,MediumSlow,Ordinary,45,100,45,45,45,10,290
329,Vibrava,비브라바,Vibrava,Default,Ground,Dragon,3,FALSE,50,50,20,Bug,Dragon,120,MediumSlow,Ordinary,50,70,50,50,50,70,340
330,Flygon,플라이곤,Flygon,Default,Ground,Dragon,3,FALSE,50,50,20,Bug,Dragon,45,MediumSlow,Ordinary,80,100,80,80,80,100,520
331,Cacnea,선인왕,Cacnea,Default,Grass,None,3,FALSE,50,50,20,Grass,Human-Like,190,MediumSlow,Ordinary,50,85,40,85,40,35,335
332,Cacturne,밤선인,Cacturne,Default,Grass,Dark,3,FALSE,50,50,20,Grass,Human-Like,60,MediumSlow,Ordinary,70,115,60,115,60,55,475
333,Swablu,파비코,Swablu,Default,Normal,Flying,3,FALSE,50,50,20,Flying,Dragon,255,Erratic,Ordinary,45,40,60,40,75,50,310
334,Altaria,파비코리,Altaria,Default,Dragon,Flying,3,FALSE,50,50,20,Flying,Dragon,45,Erratic,Ordinary,75,70,90,70,105,80,490
334,Altaria,파비코리,Mega Altaria,Mega,Dragon,Fairy,3,FALSE,50,50,20,Flying,Dragon,45,Erratic,Ordinary,75,110,110,110,105,80,590
335,Zangoose,쟝고,Zangoose,Default,Normal,None,3,FALSE,50,50,20,Ground,,90,Erratic,Ordinary,73,115,60,60,60,90,458
336,Seviper,세비퍼,Seviper,Default,Poison,None,3,FALSE,50,50,20,Ground,Dragon,90,Fluctuating,Ordinary,73,100,60,100,60,65,458
337,Lunatone,루나톤,Lunatone,Default,Rock,Psychic,3,TRUE,0,0,25,Mineral,,45,Fast,Ordinary,90,55,65,95,85,70,460
338,Solrock,솔록,Solrock,Default,Rock,Psychic,3,TRUE,0,0,25,Mineral,,45,Fast,Ordinary,90,95,85,55,65,70,460
339,Barboach,미꾸리,Barboach,Default,Water,Ground,3,FALSE,50,50,20,Water2,,190,MediumFast,Ordinary,50,48,43,46,41,60,288
340,Whiscash,메깅,Whiscash,Default,Water,Ground,3,FALSE,50,50,20,Water2,,75,MediumFast,Ordinary,110,78,73,76,71,60,468
341,Corphish,가재군,Corphish,Default,Water,None,3,FALSE,50,50,15,Water1,Water3,205,Fluctuating,Ordinary,43,80,65,50,35,35,308
342,Crawdaunt,가재장군,Crawdaunt,Default,Water,Dark,3,FALSE,50,50,15,Water1,Water3,155,Fluctuating,Ordinary,63,120,85,90,55,55,468
343,Baltoy,오뚝군,Baltoy,Default,Ground,Psychic,3,TRUE,0,0,20,Mineral,,255,MediumFast,Ordinary,40,40,55,40,70,55,300
344,Claydol,점토도리,Claydol,Default,Ground,Psychic,3,TRUE,0,0,20,Mineral,,90,MediumFast,Ordinary,60,70,105,70,120,75,500
345,Lileep,릴링,Lileep,Default,Rock,Grass,3,FALSE,87.5,12.5,30,Water3,,45,Erratic,Ordinary,66,41,77,61,87,23,355
346,Cradily,릴리요,Cradily,Default,Rock,Grass,3,FALSE,87.5,12.5,30,Water3,,45,Erratic,Ordinary,86,81,97,81,107,43,495
347,Anorith,아노딥스,Anorith,Default,Rock,Bug,3,FALSE,87.5,12.5,30,Water3,,45,Erratic,Ordinary,45,95,50,40,50,75,355
348,Armaldo,아말도,Armaldo,Default,Rock,Bug,3,FALSE,87.5,12.5,30,Water3,,45,Erratic,Ordinary,75,125,100,70,80,45,495
349,Feebas,빈티나,Feebas,Default,Water,None,3,FALSE,50,50,20,Water1,Dragon,255,Erratic,Ordinary,20,15,20,10,55,80,200
350,Milotic,밀로틱,Milotic,Default,Water,None,3,FALSE,50,50,20,Water1,Dragon,60,Erratic,Ordinary,95,60,79,100,125,81,540
351,Castform,캐스퐁,Castform,Default,Normal,None,3,FALSE,50,50,25,Fairy,Amorphous,45,MediumFast,Ordinary,70,70,70,70,70,70,420
351,Castform,캐스퐁,Castform Sunny Form,Sunny,Normal,None,3,FALSE,50,50,25,Fairy,Amorphous,45,MediumFast,Ordinary,70,70,70,70,70,70,420
351,Castform,캐스퐁,Castform Rainy Form,Rainy,Normal,None,3,FALSE,50,50,25,Fairy,Amorphous,45,MediumFast,Ordinary,70,70,70,70,70,70,420
351,Castform,캐스퐁,Castform Snowy Form,Snowy,Normal,None,3,FALSE,50,50,25,Fairy,Amorphous,45,MediumFast,Ordinary,70,70,70,70,70,70,420
352,Kecleon,켈리몬,Kecleon,Default,Normal,None,3,FALSE,50,50,20,Ground,,200,MediumSlow,Ordinary,60,90,70,60,120,40,440
353,Shuppet,어둠대신,Shuppet,Default,Ghost,None,3,FALSE,50,50,25,Amorphous,,225,Fast,Ordinary,44,75,35,63,33,45,295
354,Banette,다크펫,Banette,Default,Ghost,None,3,FALSE,50,50,25,Amorphous,,45,Fast,Ordinary,64,115,65,83,63,65,455
354,Banette,다크펫,Mega Banette,Mega,Ghost,None,3,FALSE,50,50,25,Amorphous,,45,Fast,Ordinary,64,165,75,93,83,75,555
355,Duskull,해골몽,Duskull,Default,Ghost,None,3,FALSE,50,50,25,Amorphous,,190,Fast,Ordinary,20,40,90,30,90,25,295
356,Dusclops,미라몽,Dusclops,Default,Ghost,None,3,FALSE,50,50,25,Amorphous,,90,Fast,Ordinary,40,70,130,60,130,25,455
357,Tropius,트로피우스,Tropius,Default,Grass,Flying,3,FALSE,50,50,25,Monster,Grass,200,Slow,Ordinary,99,68,83,72,87,51,460
358,Chimecho,치렁,Chimecho,Default,Psychic,None,3,FALSE,50,50,25,Amorphous,,45,Fast,Ordinary,75,50,80,95,90,65,455
359,Absol,앱솔,Absol,Default,Dark,None,3,FALSE,50,50,25,Ground,,30,MediumSlow,Ordinary,65,130,60,75,60,75,465
359,Absol,앱솔,Mega Absol,Mega,Dark,None,3,FALSE,50,50,25,Ground,,30,MediumSlow,Ordinary,65,150,60,115,60,115,565
360,Wynaut,마자,Wynaut,Default,Psychic,None,3,FALSE,50,50,20,Undiscovered,,125,MediumFast,Ordinary,95,23,48,23,48,23,260
361,Snorunt,눈꼬마,Snorunt,Default,Ice,None,3,FALSE,50,50,20,Fairy,Mineral,190,MediumFast,Ordinary,50,50,50,50,50,50,300
362,Glalie,얼음귀신,Glalie,Default,Ice,None,3,FALSE,50,50,20,Fairy,Mineral,75,MediumFast,Ordinary,80,80,80,80,80,80,480
362,Glalie,얼음귀신,Mega Glalie,Mega,Ice,None,3,FALSE,50,50,20,Fairy,Mineral,75,MediumFast,Ordinary,80,120,80,120,80,100,580
363,Spheal,대굴레오,Spheal,Default,Ice,Water,3,FALSE,50,50,20,Water1,Ground,255,MediumSlow,Ordinary,70,40,50,55,50,25,290
364,Sealeo,씨레오,Sealeo,Default,Ice,Water,3,FALSE,50,50,20,Water1,Ground,120,MediumSlow,Ordinary,90,60,70,75,70,45,410
365,Walrein,씨카이저,Walrein,Default,Ice,Water,3,FALSE,50,50,20,Water1,Ground,45,MediumSlow,Ordinary,110,80,90,95,90,65,530
366,Clamperl,진주몽,Clamperl,Default,Water,None,3,FALSE,50,50,20,Water1,,255,Erratic,Ordinary,35,64,85,74,55,32,345
367,Huntail,헌테일,Huntail,Default,Water,None,3,FALSE,50,50,20,Water1,,60,Erratic,Ordinary,55,104,105,94,75,52,485
368,Gorebyss,분홍장이,Gorebyss,Default,Water,None,3,FALSE,50,50,20,Water1,,60,Erratic,Ordinary,55,84,105,114,75,52,485
369,Relicanth,시라칸,Relicanth,Default,Water,Rock,3,FALSE,87.5,12.5,40,Water1,Water2,25,Slow,Ordinary,100,90,130,45,65,55,485
370,Luvdisc,사랑동이,Luvdisc,Default,Water,None,3,FALSE,25,75,20,Water2,,225,Fast,Ordinary,43,30,55,40,65,97,330
371,Bagon,아공이,Bagon,Default,Dragon,None,3,FALSE,50,50,40,Dragon,,45,Slow,Ordinary,45,75,60,40,30,50,300
372,Shelgon,쉘곤,Shelgon,Default,Dragon,None,3,FALSE,50,50,40,Dragon,,45,Slow,Ordinary,65,95,100,60,50,50,420
373,Salamence,보만다,Salamence,Default,Dragon,Flying,3,FALSE,50,50,40,Dragon,,45,Slow,Ordinary,95,135,80,110,80,100,600
373,Salamence,보만다,Mega Salamence,Mega,Dragon,Flying,3,FALSE,50,50,40,Dragon,,45,Slow,Ordinary,95,145,130,120,90,120,700
374,Beldum,메탕,Beldum,Default,Steel,Psychic,3,TRUE,0,0,40,Mineral,,3,Slow,Ordinary,40,55,80,35,60,30,300
375,Metang,메탕구,Metang,Default,Steel,Psychic,3,TRUE,0,0,40,Mineral,,3,Slow,Ordinary,60,75,100,55,80,50,420
376,Metagross,메타그로스,Metagross,Default,Steel,Psychic,3,TRUE,0,0,40,Mineral,,3,Slow,Ordinary,80,135,130,95,90,70,600
376,Metagross,메타그로스,Mega Metagross,Mega,Steel,Psychic,3,TRUE,0,0,40,Mineral,,3,Slow,Ordinary,80,145,150,105,110,110,700
377,Regirock,레지락,Regirock,Default,Rock,None,3,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,80,100,200,50,100,50,580
378,Regice,레지아이스,Regice,Default,Ice,None,3,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,80,50,100,100,200,50,580
379,Registeel,레지스틸,Registeel,Default,Steel,None,3,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,80,75,150,75,150,50,580
380,Latias,라티아스,Latias,Default,Dragon,Psychic,3,FALSE,0,100,120,Undiscovered,,3,Slow,Semi-Legendary,80,80,90,110,130,110,600
380,Latias,라티아스,Mega Latias,Mega,Dragon,Psychic,3,FALSE,0,100,120,Undiscovered,,3,Slow,Semi-Legendary,80,100,120,140,150,110,700
381,Latios,라티오스,Latios,Default,Dragon,Psychic,3,FALSE,100,0,120,Undiscovered,,3,Slow,Semi-Legendary,80,90,80,130,110,110,600
381,Latios,라티오스,Mega Latios,Mega,Dragon,Psychic,3,FALSE,100,0,120,Undiscovered,,3,Slow,Semi-Legendary,80,130,100,160,120,110,700
382,Kyogre,가이오가,Kyogre,Default,Water,None,3,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,100,100,90,150,140,90,670
382,Kyogre,가이오가,Primal Kyogre,Primal,Water,None,3,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,100,150,90,180,160,90,770
383,Groudon,그란돈,Groudon,Default,Ground,None,3,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,100,150,140,100,90,90,670
383,Groudon,그란돈,Primal Groudon,Primal,Ground,Fire,3,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,100,180,160,150,90,90,770
384,Rayquaza,레쿠쟈,Rayquaza,Default,Dragon,Flying,3,TRUE,0,0,120,Undiscovered,,45,Slow,Legendary,105,150,90,150,90,95,680
384,Rayquaza,레쿠쟈,Mega Rayquaza,Mega,Dragon,Flying,3,TRUE,0,0,120,Undiscovered,,45,Slow,Legendary,105,180,100,180,100,115,780
385,Jirachi,지라치,Jirachi,Default,Steel,Psychic,3,TRUE,0,0,120,Undiscovered,,3,Slow,Mythical,100,100,100,100,100,100,600
386,Deoxys,테오키스,Deoxys,Default,Psychic,None,3,TRUE,0,0,120,Undiscovered,,3,Slow,Mythical,50,150,50,150,50,150,600
386,Deoxys,테오키스,Deoxys Attack Form,Attack,Psychic,None,3,TRUE,0,0,120,Undiscovered,,3,Slow,Mythical,50,180,20,180,20,150,600
386,Deoxys,테오키스,Deoxys Defense Form,Defense,Psychic,None,3,TRUE,0,0,120,Undiscovered,,3,Slow,Mythical,50,70,160,70,160,90,600
386,Deoxys,테오키스,Deoxys Speed Form,Speed,Psychic,None,3,TRUE,0,0,120,Undiscovered,,3,Slow,Mythical,50,95,90,95,90,180,600
387,Turtwig,모부기,Turtwig,Default,Grass,None,4,FALSE,87.5,12.5,20,Monster,Grass,45,MediumSlow,Ordinary,55,68,64,45,55,31,318
388,Grotle,수풀부기,Grotle,Default,Grass,None,4,FALSE,87.5,12.5,20,Monster,Grass,45,MediumSlow,Ordinary,75,89,85,55,65,36,405
389,Torterra,토대부기,Torterra,Default,Grass,Ground,4,FALSE,87.5,12.5,20,Monster,Grass,45,MediumSlow,Ordinary,95,109,105,75,85,56,525
390,Chimchar,불꽃숭이,Chimchar,Default,Fire,None,4,FALSE,87.5,12.5,20,Ground,Human-Like,45,MediumSlow,Ordinary,44,58,44,58,44,61,309
391,Monferno,파이숭이,Monferno,Default,Fire,Fighting,4,FALSE,87.5,12.5,20,Ground,Human-Like,45,MediumSlow,Ordinary,64,78,52,78,52,81,405
392,Infernape,초염몽,Infernape,Default,Fire,Fighting,4,FALSE,87.5,12.5,20,Ground,Human-Like,45,MediumSlow,Ordinary,76,104,71,104,71,108,534
393,Piplup,팽도리,Piplup,Default,Water,None,4,FALSE,87.5,12.5,20,Water1,Ground,45,MediumSlow,Ordinary,53,51,53,61,56,40,314
394,Prinplup,팽태자,Prinplup,Default,Water,None,4,FALSE,87.5,12.5,20,Water1,Ground,45,MediumSlow,Ordinary,64,66,68,81,76,50,405
395,Empoleon,엠페르트,Empoleon,Default,Water,Steel,4,FALSE,87.5,12.5,20,Water1,Ground,45,MediumSlow,Ordinary,84,86,88,111,101,60,530
396,Starly,찌르꼬,Starly,Default,Normal,Flying,4,FALSE,50,50,15,Flying,,255,MediumSlow,Ordinary,40,55,30,30,30,60,245
397,Staravia,찌르버드,Staravia,Default,Normal,Flying,4,FALSE,50,50,15,Flying,,120,MediumSlow,Ordinary,55,75,50,40,40,80,340
398,Staraptor,찌르호크,Staraptor,Default,Normal,Flying,4,FALSE,50,50,15,Flying,,45,MediumSlow,Ordinary,85,120,70,50,60,100,485
399,Bidoof,비버니,Bidoof,Default,Normal,None,4,FALSE,50,50,15,Water1,Ground,255,MediumFast,Ordinary,59,45,40,35,40,31,250
400,Bibarel,비버통,Bibarel,Default,Normal,Water,4,FALSE,50,50,15,Water1,Ground,127,MediumFast,Ordinary,79,85,60,55,60,71,410
401,Kricketot,귀뚤뚜기,Kricketot,Default,Bug,None,4,FALSE,50,50,15,Bug,,255,MediumSlow,Ordinary,37,25,41,25,41,25,194
402,Kricketune,귀뚤톡크,Kricketune,Default,Bug,None,4,FALSE,50,50,15,Bug,,45,MediumSlow,Ordinary,77,85,51,55,51,65,384
403,Shinx,꼬링크,Shinx,Default,Electric,None,4,FALSE,50,50,20,Ground,,235,MediumSlow,Ordinary,45,65,34,40,34,45,263
404,Luxio,럭시오,Luxio,Default,Electric,None,4,FALSE,50,50,20,Ground,,120,MediumSlow,Ordinary,60,85,49,60,49,60,363
405,Luxray,렌트라,Luxray,Default,Electric,None,4,FALSE,50,50,20,Ground,,45,MediumSlow,Ordinary,80,120,79,95,79,70,523
406,Budew,꼬몽울,Budew,Default,Grass,Poison,4,FALSE,50,50,20,Undiscovered,,255,MediumSlow,Ordinary,40,30,35,50,70,55,280
407,Roserade,로즈레이드,Roserade,Default,Grass,Poison,4,FALSE,50,50,20,Fairy,Grass,75,MediumSlow,Ordinary,60,70,65,125,105,90,515
408,Cranidos,두개도스,Cranidos,Default,Rock,None,4,FALSE,87.5,12.5,30,Monster,,45,Erratic,Ordinary,67,125,40,30,30,58,350
409,Rampardos,램펄드,Rampardos,Default,Rock,None,4,FALSE,87.5,12.5,30,Monster,,45,Erratic,Ordinary,97,165,60,65,50,58,495
410,Shieldon,방패톱스,Shieldon,Default,Rock,Steel,4,FALSE,87.5,12.5,30,Monster,,45,Erratic,Ordinary,30,42,118,42,88,30,350
411,Bastiodon,바리톱스,Bastiodon,Default,Rock,Steel,4,FALSE,87.5,12.5,30,Monster,,45,Erratic,Ordinary,60,52,168,47,138,30,495
412,Burmy,도롱충이,Burmy Plant Form,Plant,Bug,None,4,FALSE,50,50,15,Bug,,120,MediumFast,Ordinary,40,29,45,29,45,36,224
412,Burmy,도롱충이,Burmy Sandy Form,Sandy,Bug,None,4,FALSE,50,50,15,Bug,,120,MediumFast,Ordinary,40,29,45,29,45,36,224
412,Burmy,도롱충이,Burmy Trash Form,Trash,Bug,None,4,FALSE,50,50,15,Bug,,120,MediumFast,Ordinary,40,29,45,29,45,36,224
413,Wormadam,도롱마담,Wormadam Plant Form,Plant,Bug,Grass,4,FALSE,0,100,15,Bug,,45,MediumFast,Ordinary,60,59,85,79,105,36,424
413,Wormadam,도롱마담,Wormadam Sandy Form,Sandy,Bug,Ground,4,FALSE,0,100,15,Bug,,45,MediumFast,Ordinary,60,79,105,59,85,36,424
413,Wormadam,도롱마담,Wormadam Trash Form,Trash,Bug,Steel,4,FALSE,0,100,15,Bug,,45,MediumFast,Ordinary,60,69,95,69,95,36,424
414,Mothim,나메일,Mothim,Default,Bug,Flying,4,FALSE,100,0,15,Bug,,45,MediumFast,Ordinary,70,94,50,94,50,66,424
415,Combee,세꿀버리,Combee,Default,Bug,Flying,4,FALSE,87.5,12.5,15,Bug,,120,MediumSlow,Ordinary,30,30,42,30,42,70,244
416,Vespiquen,비퀸,Vespiquen,Default,Bug,Flying,4,FALSE,0,100,15,Bug,,45,MediumSlow,Ordinary,70,80,102,80,102,40,474
417,Pachirisu,파치리스,Pachirisu,Default,Electric,None,4,FALSE,50,50,10,Ground,Fairy,200,MediumFast,Ordinary,60,45,70,45,90,95,405
418,Buizel,브이젤,Buizel,Default,Water,None,4,FALSE,50,50,20,Water1,Ground,190,MediumFast,Ordinary,55,65,35,60,30,85,330
419,Floatzel,플로젤,Floatzel,Default,Water,None,4,FALSE,50,50,20,Water1,Ground,75,MediumFast,Ordinary,85,105,55,85,50,115,495
420,Cherubi,체리버,Cherubi,Default,Grass,None,4,FALSE,50,50,20,Fairy,Grass,190,MediumFast,Ordinary,45,35,45,62,53,35,275
421,Cherrim,체리꼬,Cherrim,Default,Grass,None,4,FALSE,50,50,20,Fairy,Grass,75,MediumFast,Ordinary,70,60,70,87,78,85,450
421,Cherrim,체리꼬,Cherrim Sunshine Form,Sunshine,Grass,None,4,FALSE,50,50,20,Fairy,Grass,75,MediumFast,Ordinary,70,60,70,87,78,85,450
422,Shellos,깝질무,Shellos East-Sea Form,East-Sea,Water,None,4,FALSE,50,50,20,Water1,Amorphous,190,MediumFast,Ordinary,76,48,48,57,62,34,325
422,Shellos,깝질무,Shellos West-Sea Form,West-Sea,Water,None,4,FALSE,50,50,20,Water1,Amorphous,190,MediumFast,Ordinary,76,48,48,57,62,34,325
423,Gastrodon,트리토돈,Gastrodon East-Sea Form,East-Sea,Water,Ground,4,FALSE,50,50,20,Water1,Amorphous,75,MediumFast,Ordinary,111,83,68,92,82,39,475
423,Gastrodon,트리토돈,Gastrodon West-Sea Form,West-Sea,Water,Ground,4,FALSE,50,50,20,Water1,Amorphous,75,MediumFast,Ordinary,111,83,68,92,82,39,475
424,Ambipom,겟핸보숭,Ambipom,Default,Normal,None,4,FALSE,50,50,20,Ground,,45,Fast,Ordinary,75,100,66,60,66,115,482
425,Drifloon,흔들풍손,Drifloon,Default,Ghost,Flying,4,FALSE,50,50,30,Amorphous,,125,Fluctuating,Ordinary,90,50,34,60,44,70,348
426,Drifblim,둥실라이드,Drifblim,Default,Ghost,Flying,4,FALSE,50,50,30,Amorphous,,60,Fluctuating,Ordinary,150,80,44,90,54,80,498
427,Buneary,이어롤,Buneary,Default,Normal,None,4,FALSE,50,50,20,Ground,Human-Like,190,MediumFast,Ordinary,55,66,44,44,56,85,350
428,Lopunny,이어롭,Lopunny,Default,Normal,None,4,FALSE,50,50,20,Ground,Human-Like,60,MediumFast,Ordinary,65,76,84,54,96,105,480
428,Lopunny,이어롭,Mega Lopunny,Mega,Normal,Fighting,4,FALSE,50,50,20,Ground,Human-Like,60,MediumFast,Ordinary,65,136,94,54,96,135,580
429,Mismagius,무우마직,Mismagius,Default,Ghost,None,4,FALSE,50,50,25,Amorphous,,45,Fast,Ordinary,60,60,60,105,105,105,495
430,Honchkrow,돈크로우,Honchkrow,Default,Dark,Flying,4,FALSE,50,50,20,Flying,,30,MediumSlow,Ordinary,100,125,52,105,52,71,505
431,Glameow,나옹마,Glameow,Default,Normal,None,4,FALSE,25,75,20,Ground,,190,Fast,Ordinary,49,55,42,42,37,85,310
432,Purugly,몬냥이,Purugly,Default,Normal,None,4,FALSE,25,75,20,Ground,,75,Fast,Ordinary,71,82,64,64,59,112,452
433,Chingling,랑딸랑,Chingling,Default,Psychic,None,4,FALSE,50,50,25,Undiscovered,,120,Fast,Ordinary,45,30,50,65,50,45,285
434,Stunky,스컹뿡,Stunky,Default,Poison,Dark,4,FALSE,50,50,20,Ground,,225,MediumFast,Ordinary,63,63,47,41,41,74,329
